target	taxa
FAM003230	Chordopoxvirinae
FAM003235	Avipoxvirus
FAM003242	Avipoxvirus
FAM003243	Avipoxvirus
FAM003246	Avipoxvirus
FAM003249	Avipoxvirus
FAM003250	Avipoxvirus
FAM003257	Nucleorhabdovirus
FAM003258	Nucleorhabdovirus
FAM003259	Morbillivirus
FAM003267	Vesiculovirus
FAM003268	Rhabdoviridae
FAM003283	Respirovirus
FAM003284	Respirovirus
FAM003291	Viruses
FAM003293	Riboviria
FAM003296	Baculoviridae
FAM003341	Fijivirus
FAM003349	Fijivirus
FAM003354	Procedovirinae
FAM003363	Alphacoronavirus
FAM003364	Pomovirus
FAM003365	Pomovirus
FAM003431	Bicaudaviridae
FAM003503	Cheravirus
FAM003506	Arteriviridae
FAM003507	Arteriviridae
FAM003508	Riboviria
FAM003515	Riboviria
FAM003516	Turncurtovirus
FAM003517	Geminiviridae
FAM003524	Megabirnavirus
FAM003531	Capillovirus
FAM003553	Herpesviridae
FAM003559	Rudivirus
FAM003564	Rudivirus
FAM003568	Rudivirus
FAM003569	Rudivirus
FAM003571	Rudivirus
FAM003585	Pithoviridae
FAM003678	Pithoviridae
FAM003680	Pithoviridae
FAM003688	Pithoviridae
FAM003692	Pithoviridae
FAM003693	Pithoviridae
FAM003694	Pithoviridae
FAM003695	Pithoviridae
FAM003718	Marseilleviridae
FAM003728	Marseilleviridae
FAM003732	Marseilleviridae
FAM003733	Marseillevirus
FAM003738	Marseilleviridae
FAM003740	Marseilleviridae
FAM003748	Marseilleviridae
FAM003754	Marseilleviridae
FAM003759	Marseilleviridae
FAM003763	Tombusviridae
FAM003764	Tombusviridae
FAM003765	Tombusviridae
FAM003776	Riboviria
FAM003785	Riboviria
FAM003789	Riboviria
FAM003797	Badnavirus
FAM003799	Picornaviridae
FAM003800	Riboviria
FAM003801	Phlebovirus
FAM003802	Phlebovirus
FAM003805	Nudiviridae
FAM003806	Nudiviridae
FAM003807	Nudiviridae
FAM003808	Nudiviridae
FAM003813	Nudiviridae
FAM003814	Nudiviridae
FAM003815	Nudiviridae
FAM003818	Nudiviridae
FAM003820	Nudiviridae
FAM003822	Nudiviridae
FAM003823	Nudiviridae
FAM003824	Nudiviridae
FAM003825	Nudiviridae
FAM003826	Nudiviridae
FAM003827	Nudiviridae
FAM003828	Nudiviridae
FAM003829	Nudiviridae
FAM003831	Nudiviridae
FAM003832	Nudiviridae
FAM003833	Nudiviridae
FAM003835	Nudiviridae
FAM003837	Nudiviridae
FAM003839	Nudiviridae
FAM003841	Nudiviridae
FAM003843	Nudiviridae
FAM003844	Nudiviridae
FAM003845	Nudiviridae
FAM003847	Nudiviridae
FAM003848	Nudiviridae
FAM003850	Nudiviridae
FAM003851	Nudiviridae
FAM003853	Nudiviridae
FAM003855	Nudiviridae
FAM003858	Nudiviridae
FAM003860	Nudiviridae
FAM003861	Nudiviridae
FAM003862	Nudiviridae
FAM003864	Nudiviridae
FAM003865	Nudiviridae
FAM003866	Nudiviridae
FAM003867	Nudiviridae
FAM003869	Nudiviridae
FAM003870	Nudiviridae
FAM003871	Nudiviridae
FAM003873	Nudiviridae
FAM003875	Nudiviridae
FAM003876	Nudiviridae
FAM003877	Nudiviridae
FAM003878	Nudiviridae
FAM003879	Nudiviridae
FAM003880	Nudiviridae
FAM003883	Astroviridae
FAM003891	Geminiviridae
FAM003892	Closteroviridae
FAM003893	Closteroviridae
FAM003894	Closteroviridae
FAM003895	Crinivirus
FAM003896	Crinivirus
FAM003897	Crinivirus
FAM003904	Polyomaviridae
FAM003909	Rhabdoviridae
FAM003910	Rhabdoviridae
FAM003915	Bromoviridae
FAM003916	Anulavirus
FAM003917	Anulavirus
FAM003918	Bromoviridae
FAM003921	Hepeviridae
FAM003923	Hepeviridae
FAM003924	Iteradensovirus
FAM003925	Iteradensovirus
FAM003926	Iteradensovirus
FAM003931	Mardivirus
FAM003932	Mardivirus
FAM003933	Alphaherpesvirinae
FAM003934	Mardivirus
FAM003935	Mardivirus
FAM003936	Mardivirus
FAM003956	Polyomaviridae
FAM003958	Reptarenavirus
FAM003959	Reptarenavirus
FAM003961	Reptarenavirus
FAM003970	Entomopoxvirinae
FAM003972	Entomopoxvirinae
FAM003973	Entomopoxvirinae
FAM003985	Entomopoxvirinae
FAM003992	Entomopoxvirinae
FAM003996	Entomopoxvirinae
FAM003999	Entomopoxvirinae
FAM004005	Entomopoxvirinae
FAM004006	Entomopoxvirinae
FAM004008	Entomopoxvirinae
FAM004019	Entomopoxvirinae
FAM004026	Entomopoxvirinae
FAM004029	Entomopoxvirinae
FAM004031	Entomopoxvirinae
FAM004034	Entomopoxvirinae
FAM004042	Entomopoxvirinae
FAM004053	Ranavirus
FAM004054	Ranavirus
FAM004063	Alphabaculovirus
FAM004068	Alphabaculovirus
FAM004077	Reoviridae
FAM004080	Reoviridae
FAM004085	Reoviridae
FAM004091	Poxviridae
FAM004101	Chordopoxvirinae
FAM004107	Poxviridae
FAM004109	Nyfulvavirus
FAM004118	Papillomaviridae
FAM004120	Ipomovirus
FAM004121	Papillomaviridae
FAM004123	Papillomaviridae
FAM004159	Riboviria
FAM004175	Partitiviridae
FAM004176	Narnavirus
FAM004180	Coronaviridae
FAM004183	Coronaviridae
FAM004208	Partitiviridae
FAM004215	Chordopoxvirinae
FAM004216	Chordopoxvirinae
FAM004217	Poxviridae
FAM004219	Chordopoxvirinae
FAM004259	Bunyavirales
FAM004264	Bunyavirales
FAM004267	Aviadenovirus
FAM004270	Adenoviridae
FAM004271	Aviadenovirus
FAM004276	Aviadenovirus
FAM004281	Idaeovirus
FAM004298	Parvovirinae
FAM004301	Alphabaculovirus
FAM004304	Alphabaculovirus
FAM004305	Baculoviridae
FAM004307	Alphabaculovirus
FAM004308	Alphabaculovirus
FAM004321	Alphabaculovirus
FAM004322	Alphabaculovirus
FAM004323	Alphabaculovirus
FAM004325	Baculoviridae
FAM004326	Alphabaculovirus
FAM004349	Lyssavirus
FAM004350	Lyssavirus
FAM004351	Lyssavirus
FAM004354	Chlorovirus
FAM004355	Chlorovirus
FAM004359	Chlorovirus
FAM004366	Chlorovirus
FAM004373	Chlorovirus
FAM004375	Chlorovirus
FAM004376	Chlorovirus
FAM004377	Chlorovirus
FAM004378	Chlorovirus
FAM004383	Chlorovirus
FAM004384	Chlorovirus
FAM004385	Chlorovirus
FAM004386	Chlorovirus
FAM004387	Chlorovirus
FAM004399	Chlorovirus
FAM004400	Chlorovirus
FAM004401	Chlorovirus
FAM004404	Chlorovirus
FAM004413	Chordopoxvirinae
FAM004441	Poxviridae
FAM004445	Poxviridae
FAM004452	Riboviria
FAM004480	Riboviria
FAM004484	Riboviria
FAM004488	Riboviria
FAM004492	Riboviria
FAM004493	Riboviria
FAM004496	Betabaculovirus
FAM004520	Riboviria
FAM004533	Riboviria
FAM004534	Riboviria
FAM004540	Sinaivirus
FAM004542	Panicovirus
FAM004546	Riboviria
FAM004547	Riboviria
FAM004556	Riboviria
FAM004608	Riboviria
FAM004614	Riboviria
FAM004627	Riboviria
FAM004628	Riboviria
FAM004634	Riboviria
FAM004683	Polycipiviridae
FAM004684	Sopolycivirus
FAM004685	Riboviria
FAM004691	Riboviria
FAM004713	Caliciviridae
FAM004720	Cytomegalovirus
FAM004724	Cytomegalovirus
FAM004725	Cytomegalovirus
FAM004726	Cytomegalovirus
FAM004727	Cytomegalovirus
FAM004730	Cytomegalovirus
FAM004731	Cytomegalovirus
FAM004732	Cytomegalovirus
FAM004736	Cytomegalovirus
FAM004738	Cytomegalovirus
FAM004739	Cytomegalovirus
FAM004741	Cytomegalovirus
FAM004742	Cytomegalovirus
FAM004743	Betaherpesvirinae
FAM004744	Cytomegalovirus
FAM004745	Cytomegalovirus
FAM004746	Cytomegalovirus
FAM004747	Cytomegalovirus
FAM004748	Cytomegalovirus
FAM004749	Cytomegalovirus
FAM004750	Betaherpesvirinae
FAM004751	Cytomegalovirus
FAM004752	Cytomegalovirus
FAM004753	Cytomegalovirus
FAM004754	Betaherpesvirinae
FAM004755	Cytomegalovirus
FAM004756	Betaherpesvirinae
FAM004757	Cytomegalovirus
FAM004760	Cytomegalovirus
FAM004761	Cytomegalovirus
FAM004764	Cytomegalovirus
FAM004771	Cytomegalovirus
FAM004776	Cytomegalovirus
FAM004785	Cytomegalovirus
FAM004786	Cytomegalovirus
FAM004788	Cytomegalovirus
FAM004790	Cytomegalovirus
FAM004793	Cytomegalovirus
FAM004827	Riboviria
FAM004832	Riboviria
FAM004894	Lymphocystivirus
FAM004963	Ictalurivirus
FAM004983	Ictalurivirus
FAM005005	Ictalurivirus
FAM005012	Mesoniviridae
FAM005016	Avipoxvirus
FAM005018	Avipoxvirus
FAM005019	Avipoxvirus
FAM005020	Avipoxvirus
FAM005022	Avipoxvirus
FAM005025	Avipoxvirus
FAM005037	Avipoxvirus
FAM005079	Avipoxvirus
FAM005106	Tenuivirus
FAM005115	Orthomyxoviridae
FAM005133	Geminiviridae
FAM005134	Geminiviridae
FAM005145	Picornavirales
FAM005150	Tibrovirus
FAM005162	Rhabdoviridae
FAM005163	Rhabdoviridae
FAM005164	Rhabdoviridae
FAM005166	Hapavirus
FAM005167	Hapavirus
FAM005168	Hapavirus
FAM005169	Hapavirus
FAM005172	Hapavirus
FAM005180	Rudivirus
FAM005227	Luteoviridae
FAM005230	Torovirus
FAM005232	Torovirus
FAM005239	Alphapleolipovirus
FAM005242	Alphapleolipovirus
FAM005247	Anelloviridae
FAM005249	Anelloviridae
FAM005250	Anelloviridae
FAM005260	Pestivirus
FAM005274	Poxviridae
FAM005288	Poxviridae
FAM005302	Anelloviridae
FAM005305	Vitivirus
FAM005308	Parapoxvirus
FAM005310	Parapoxvirus
FAM005311	Parapoxvirus
FAM005312	Parapoxvirus
FAM005313	Parapoxvirus
FAM005317	Parapoxvirus
FAM005318	Parapoxvirus
FAM005324	Parapoxvirus
FAM005325	Parapoxvirus
FAM005326	Parapoxvirus
FAM005327	Parapoxvirus
FAM005328	Parapoxvirus
FAM005329	Parapoxvirus
FAM005330	Parapoxvirus
FAM005333	Parapoxvirus
FAM005334	Parapoxvirus
FAM005335	Parapoxvirus
FAM005339	Polycipiviridae
FAM005341	Alphabaculovirus
FAM005343	Alphabaculovirus
FAM005347	Alphabaculovirus
FAM005354	Alphabaculovirus
FAM005407	Atadenovirus
FAM005410	Atadenovirus
FAM005411	Atadenovirus
FAM005424	Reoviridae
FAM005426	Orthoreovirus
FAM005436	Baculoviridae
FAM005470	Divavirus
FAM005482	Chloriridovirus
FAM005484	Chloriridovirus
FAM005485	Chloriridovirus
FAM005489	Chloriridovirus
FAM005498	Chloriridovirus
FAM005502	Chloriridovirus
FAM005503	Iridoviridae
FAM005504	Chloriridovirus
FAM005505	Chloriridovirus
FAM005507	Chloriridovirus
FAM005513	Chloriridovirus
FAM005518	Chloriridovirus
FAM005520	Chloriridovirus
FAM005521	Betairidovirinae
FAM005522	Betairidovirinae
FAM005525	Chloriridovirus
FAM005527	Chloriridovirus
FAM005531	Chloriridovirus
FAM005546	Chloriridovirus
FAM005549	Chloriridovirus
FAM005555	Papillomaviridae
FAM005556	Papillomaviridae
FAM005557	Papillomaviridae
FAM005558	Papillomaviridae
FAM005560	Hypoviridae
FAM005561	Picornaviridae
FAM005562	Alphamesonivirus
FAM005577	Caliciviridae
FAM005589	Cyprinivirus
FAM005591	Cyprinivirus
FAM005608	Cyprinivirus
FAM005621	Cyprinivirus
FAM005623	Cyprinivirus
FAM005629	Cyprinivirus
FAM005630	Cyprinivirus
FAM005639	Cyprinivirus
FAM005641	Cyprinivirus
FAM005643	Cyprinivirus
FAM005665	Cyprinivirus
FAM005676	Cyprinivirus
FAM005683	Cyprinivirus
FAM005684	Cyprinivirus
FAM005689	Cyprinivirus
FAM005696	Cyprinivirus
FAM005697	Cyprinivirus
FAM005700	Ambidensovirus
FAM005701	Densovirinae
FAM005702	Ambidensovirus
FAM005703	Densovirinae
FAM005704	Densovirinae
FAM005706	Avulavirus
FAM005709	Muromegalovirus
FAM005711	Muromegalovirus
FAM005712	Muromegalovirus
FAM005713	Muromegalovirus
FAM005714	Muromegalovirus
FAM005718	Muromegalovirus
FAM005719	Muromegalovirus
FAM005720	Muromegalovirus
FAM005721	Muromegalovirus
FAM005723	Muromegalovirus
FAM005727	Muromegalovirus
FAM005729	Muromegalovirus
FAM005735	Muromegalovirus
FAM005740	Muromegalovirus
FAM005741	Muromegalovirus
FAM005743	Muromegalovirus
FAM005745	Muromegalovirus
FAM005748	Muromegalovirus
FAM005752	Muromegalovirus
FAM005753	Muromegalovirus
FAM005756	Muromegalovirus
FAM005757	Muromegalovirus
FAM005758	Muromegalovirus
FAM005759	Muromegalovirus
FAM005768	Betaherpesvirinae
FAM005771	Totiviridae
FAM005777	Alphabaculovirus
FAM005778	Baculoviridae
FAM005780	Alphabaculovirus
FAM005786	Baculoviridae
FAM005787	Alphabaculovirus
FAM005788	Alphabaculovirus
FAM005801	Bicaudaviridae
FAM005839	Macavirus
FAM005843	Macavirus
FAM005845	Macavirus
FAM005847	Macavirus
FAM005849	Macavirus
FAM005853	Macavirus
FAM005856	Macavirus
FAM005857	Macavirus
FAM005858	Macavirus
FAM005863	Mimiviridae
FAM005866	Mimiviridae
FAM005867	Mimiviridae
FAM005868	Mimiviridae
FAM005869	Mimiviridae
FAM005870	Mimiviridae
FAM005871	Mimiviridae
FAM005873	Mimiviridae
FAM005874	Mimiviridae
FAM005876	Mimiviridae
FAM005877	Moumouvirus
FAM005878	Moumouvirus
FAM005879	Moumouvirus
FAM005880	Mimiviridae
FAM005881	Mimiviridae
FAM005883	Mimiviridae
FAM005884	Mimiviridae
FAM005886	Mimiviridae
FAM005887	Mimiviridae
FAM005889	Mimiviridae
FAM005891	Mimiviridae
FAM005892	Mimiviridae
FAM005894	Mimiviridae
FAM005898	Mimiviridae
FAM005901	Mimiviridae
FAM005903	Mimiviridae
FAM005905	Mimiviridae
FAM005907	Mimiviridae
FAM005908	Mimiviridae
FAM005909	Mimiviridae
FAM005918	Mimiviridae
FAM005924	Mimiviridae
FAM005925	Moumouvirus
FAM005926	Mimiviridae
FAM005928	Mimiviridae
FAM005936	Mimiviridae
FAM005939	Mimiviridae
FAM005943	Mimiviridae
FAM005945	Moumouvirus
FAM005947	Mimiviridae
FAM005948	Moumouvirus
FAM005950	Mimiviridae
FAM005958	Mimiviridae
FAM005962	Mimiviridae
FAM005963	Mimiviridae
FAM005964	Mimiviridae
FAM005971	Mimiviridae
FAM005972	Mimiviridae
FAM005973	Moumouvirus
FAM005974	Moumouvirus
FAM005975	Mimiviridae
FAM005976	Mimiviridae
FAM005978	Mimiviridae
FAM005986	Mimiviridae
FAM005989	Mimiviridae
FAM005990	Mimiviridae
FAM005992	Mimiviridae
FAM005998	Mimiviridae
FAM005999	Mimiviridae
FAM006000	Mimiviridae
FAM006001	Mimiviridae
FAM006002	Mimiviridae
FAM006003	Mimiviridae
FAM006007	Mimiviridae
FAM006014	Mimiviridae
FAM006015	Mimiviridae
FAM006016	Mimiviridae
FAM006019	Mimiviridae
FAM006021	Mimiviridae
FAM006028	Mimiviridae
FAM006031	Mimiviridae
FAM006032	Mimiviridae
FAM006039	Mimiviridae
FAM006042	Mimiviridae
FAM006048	Mimiviridae
FAM006050	Mimiviridae
FAM006053	Moumouvirus
FAM006055	Mimiviridae
FAM006056	Mimiviridae
FAM006057	Mimiviridae
FAM006063	Mimiviridae
FAM006070	Mimiviridae
FAM006076	Mimiviridae
FAM006077	Mimiviridae
FAM006082	Mimiviridae
FAM006085	Mimiviridae
FAM006088	Mimiviridae
FAM006092	Mimiviridae
FAM006096	Mimiviridae
FAM006097	Mimiviridae
FAM006098	Mimiviridae
FAM006099	Mimiviridae
FAM006101	Mimiviridae
FAM006102	Mimiviridae
FAM006105	Mimiviridae
FAM006114	Mimiviridae
FAM006118	Mimiviridae
FAM006119	Mimiviridae
FAM006126	Mimiviridae
FAM006127	Mimiviridae
FAM006130	Mimiviridae
FAM006132	Mimiviridae
FAM006135	Mimiviridae
FAM006137	Mimiviridae
FAM006138	Mimiviridae
FAM006140	Mimiviridae
FAM006142	Mimiviridae
FAM006143	Mimiviridae
FAM006147	Mimiviridae
FAM006154	Mimiviridae
FAM006161	Mimiviridae
FAM006165	Mimiviridae
FAM006166	Mimiviridae
FAM006168	Mimiviridae
FAM006172	Mimiviridae
FAM006173	Mimiviridae
FAM006174	Mimiviridae
FAM006175	Mimiviridae
FAM006176	Mimiviridae
FAM006178	Mimiviridae
FAM006180	Mimiviridae
FAM006187	Mimiviridae
FAM006188	Mimiviridae
FAM006191	Mimiviridae
FAM006193	Mimiviridae
FAM006194	Mimiviridae
FAM006197	Mimiviridae
FAM006198	Mimiviridae
FAM006200	Mimiviridae
FAM006201	Mimiviridae
FAM006202	Mimiviridae
FAM006203	Mimiviridae
FAM006204	Mimiviridae
FAM006208	Mimiviridae
FAM006210	Mimiviridae
FAM006211	Mimiviridae
FAM006213	Mimiviridae
FAM006214	Mimiviridae
FAM006216	Mimiviridae
FAM006217	Mimiviridae
FAM006220	Mimiviridae
FAM006225	Mimiviridae
FAM006227	Mimiviridae
FAM006228	Mimiviridae
FAM006229	Mimiviridae
FAM006230	Mimiviridae
FAM006231	Mimiviridae
FAM006232	Mimiviridae
FAM006234	Mimiviridae
FAM006236	Mimiviridae
FAM006237	Mimiviridae
FAM006238	Mimiviridae
FAM006239	Mimiviridae
FAM006240	Mimiviridae
FAM006241	Mimiviridae
FAM006242	Mimiviridae
FAM006250	Mimiviridae
FAM006262	Mimiviridae
FAM006266	Mimiviridae
FAM006271	Mimiviridae
FAM006272	Mimiviridae
FAM006273	Mimiviridae
FAM006274	Mimiviridae
FAM006275	Mimiviridae
FAM006276	Mimiviridae
FAM006278	Mimiviridae
FAM006281	Mimiviridae
FAM006282	Mimiviridae
FAM006284	Mimiviridae
FAM006289	Mimiviridae
FAM006290	Mimiviridae
FAM006291	Mimiviridae
FAM006292	Mimiviridae
FAM006299	Mimiviridae
FAM006303	Mimiviridae
FAM006306	Mimiviridae
FAM006307	Mimiviridae
FAM006311	Mimiviridae
FAM006334	Moumouvirus
FAM006336	Mimiviridae
FAM006338	Mimiviridae
FAM006347	Mimiviridae
FAM006348	Mimiviridae
FAM006349	Mimiviridae
FAM006351	Mimiviridae
FAM006352	Mimiviridae
FAM006353	Mimiviridae
FAM006356	Mimiviridae
FAM006357	Mimiviridae
FAM006358	Mimiviridae
FAM006359	Mimiviridae
FAM006364	Mimiviridae
FAM006366	Mimiviridae
FAM006367	Mimiviridae
FAM006368	Mimiviridae
FAM006371	Mimiviridae
FAM006372	Mimiviridae
FAM006373	Mimiviridae
FAM006375	Mimiviridae
FAM006379	Mimiviridae
FAM006380	Moumouvirus
FAM006381	Mimiviridae
FAM006386	Mimiviridae
FAM006387	Mimiviridae
FAM006388	Mimiviridae
FAM006398	Moumouvirus
FAM006413	Moumouvirus
FAM006416	Mimiviridae
FAM006421	Mimiviridae
FAM006437	Mimiviridae
FAM006440	Mimiviridae
FAM006442	Moumouvirus
FAM006443	Mimiviridae
FAM006450	Mimiviridae
FAM006451	Mimiviridae
FAM006458	Mimiviridae
FAM006469	Mimiviridae
FAM006485	Mimiviridae
FAM006487	Mimiviridae
FAM006488	Mimiviridae
FAM006499	Mimiviridae
FAM006506	Mimiviridae
FAM006520	Mimiviridae
FAM006521	Mimiviridae
FAM006523	Mimiviridae
FAM006524	Mimiviridae
FAM006525	Mimiviridae
FAM006526	Mimiviridae
FAM006527	Mimiviridae
FAM006547	Myoviridae
FAM006551	Myoviridae
FAM006566	Myoviridae
FAM006569	Myoviridae
FAM006572	Myoviridae
FAM006573	Myoviridae
FAM006602	Haloviruses
FAM006632	Haloviruses
FAM006679	Haloviruses
FAM006689	Haloviruses
FAM006716	Betaherpesvirinae
FAM006748	Avipoxvirus
FAM006752	Avipoxvirus
FAM006753	Avipoxvirus
FAM006756	Robigovirus
FAM006760	Parvoviridae
FAM006765	Reoviridae
FAM006766	Reoviridae
FAM006767	Orthoreovirus
FAM006772	Proboscivirus
FAM006773	Proboscivirus
FAM006774	Proboscivirus
FAM006812	Proboscivirus
FAM006814	Proboscivirus
FAM006815	Proboscivirus
FAM006816	Proboscivirus
FAM006818	Proboscivirus
FAM006819	Proboscivirus
FAM006820	Tymovirus
FAM006821	Mastadenovirus
FAM006822	Mastadenovirus
FAM006824	Ophiovirus
FAM006825	Ophiovirus
FAM006838	Virgaviridae
FAM006843	Rhabdoviridae
FAM006862	Tepovirus
FAM007006	Caudovirales
FAM007097	Rotavirus
FAM007129	Gyrovirus
FAM007140	Betabaculovirus
FAM007141	Betabaculovirus
FAM007142	Betabaculovirus
FAM007143	Betabaculovirus
FAM007148	Betabaculovirus
FAM007149	Betabaculovirus
FAM007150	Betabaculovirus
FAM007151	Betabaculovirus
FAM007153	Betabaculovirus
FAM007154	Rhabdoviridae
FAM007155	Rhabdoviridae
FAM007157	Rhabdoviridae
FAM007162	Ephemerovirus
FAM007163	Ephemerovirus
FAM007165	Ephemerovirus
FAM007166	Ephemerovirus
FAM007167	Ephemerovirus
FAM007170	Sprivivirus
FAM007186	Riboviria
FAM007188	Rhabdoviridae
FAM007191	Rhabdoviridae
FAM007192	Sripuvirus
FAM007194	Respirovirus
FAM007195	Respirovirus
FAM007196	Paramyxoviridae
FAM007201	Avulavirus
FAM007203	Nucleorhabdovirus
FAM007204	Nucleorhabdovirus
FAM007206	Nucleorhabdovirus
FAM007207	Nucleorhabdovirus
FAM007208	Nucleorhabdovirus
FAM007350	Picornavirales
FAM007356	Riboviria
FAM007363	Gammaretrovirus
FAM007376	Orthomyxoviridae
FAM007380	Allexivirus
FAM007390	Alphabaculovirus
FAM007398	Parapoxvirus
FAM007445	Alphabaculovirus
FAM007446	Alphabaculovirus
FAM007450	Alphabaculovirus
FAM007452	Alphabaculovirus
FAM007474	Alphabaculovirus
FAM007476	Orthomyxoviridae
FAM007481	Alphainfluenzavirus
FAM007483	Orthomyxoviridae
FAM007484	Alphainfluenzavirus
FAM007486	Percavirus
FAM007506	Pandoravirus
FAM007508	Pandoravirus
FAM007509	Pandoravirus
FAM007510	Pandoravirus
FAM007511	Pandoravirus
FAM007512	Pandoravirus
FAM007519	Pandoravirus
FAM007520	Pandoravirus
FAM007522	Pandoravirus
FAM007523	Pandoravirus
FAM007527	Pandoravirus
FAM007528	Pandoravirus
FAM007529	Pandoravirus
FAM007530	Pandoravirus
FAM007531	Pandoravirus
FAM007534	Pandoravirus
FAM007536	Pandoravirus
FAM007540	Pandoravirus
FAM007541	Pandoravirus
FAM007542	Pandoravirus
FAM007543	Pandoravirus
FAM007544	Viruses
FAM007545	Pandoravirus
FAM007546	Pandoravirus
FAM007547	Pandoravirus
FAM007550	Pandoravirus
FAM007551	Pandoravirus
FAM007552	Pandoravirus
FAM007553	Pandoravirus
FAM007554	Pandoravirus
FAM007555	Pandoravirus
FAM007556	Pandoravirus
FAM007557	Pandoravirus
FAM007558	Viruses
FAM007559	Pandoravirus
FAM007560	Pandoravirus
FAM007573	Pandoravirus
FAM007580	Pandoravirus
FAM007581	Pandoravirus
FAM007583	Pandoravirus
FAM007584	Pandoravirus
FAM007585	Pandoravirus
FAM007586	Pandoravirus
FAM007587	Pandoravirus
FAM007589	Pandoravirus
FAM007590	Pandoravirus
FAM007591	Pandoravirus
FAM007592	Pandoravirus
FAM007596	Pandoravirus
FAM007597	Pandoravirus
FAM007601	Pandoravirus
FAM007602	Pandoravirus
FAM007605	Viruses
FAM007606	Pandoravirus
FAM007611	Pandoravirus
FAM007612	Pandoravirus
FAM007613	Pandoravirus
FAM007616	Pandoravirus
FAM007618	Pandoravirus
FAM007620	Pandoravirus
FAM007621	Pandoravirus
FAM007622	Pandoravirus
FAM007623	Pandoravirus
FAM007626	Pandoravirus
FAM007628	Pandoravirus
FAM007629	Pandoravirus
FAM007630	Pandoravirus
FAM007634	Pandoravirus
FAM007636	Viruses
FAM007638	Pandoravirus
FAM007639	Pandoravirus
FAM007640	Pandoravirus
FAM007641	Pandoravirus
FAM007643	Pandoravirus
FAM007646	Pandoravirus
FAM007651	Pandoravirus
FAM007653	Pandoravirus
FAM007655	Pandoravirus
FAM007665	Pandoravirus
FAM007670	Pandoravirus
FAM007675	Pandoravirus
FAM007676	Pandoravirus
FAM007677	Pandoravirus
FAM007678	Pandoravirus
FAM007681	Pandoravirus
FAM007689	Pandoravirus
FAM007691	Pandoravirus
FAM007692	Pandoravirus
FAM007693	Pandoravirus
FAM007695	Pandoravirus
FAM007696	Viruses
FAM007697	Pandoravirus
FAM007699	Pandoravirus
FAM007704	Viruses
FAM007706	Pandoravirus
FAM007709	Pandoravirus
FAM007710	Pandoravirus
FAM007713	Pandoravirus
FAM007714	Pandoravirus
FAM007715	Pandoravirus
FAM007718	Pandoravirus
FAM007719	Pandoravirus
FAM007721	Pandoravirus
FAM007725	Pandoravirus
FAM007742	Pandoravirus
FAM007745	Pandoravirus
FAM007748	Pandoravirus
FAM007749	Pandoravirus
FAM007750	Pandoravirus
FAM007755	Pandoravirus
FAM007763	Pandoravirus
FAM007764	Pandoravirus
FAM007770	Pandoravirus
FAM007773	Pandoravirus
FAM007780	Pandoravirus
FAM007782	Pandoravirus
FAM007786	Pandoravirus
FAM007787	Pandoravirus
FAM007788	Pandoravirus
FAM007790	Viruses
FAM007796	Pandoravirus
FAM007812	Pandoravirus
FAM007813	Pandoravirus
FAM007814	Pandoravirus
FAM007816	Pandoravirus
FAM007817	Pandoravirus
FAM007837	Pandoravirus
FAM007838	Pandoravirus
FAM007839	Pandoravirus
FAM007842	Pandoravirus
FAM007848	Pandoravirus
FAM007849	Pandoravirus
FAM007852	Pandoravirus
FAM007853	Pandoravirus
FAM007858	Pandoravirus
FAM007861	Pandoravirus
FAM007862	Pandoravirus
FAM007865	Pandoravirus
FAM007869	Pandoravirus
FAM007871	Pandoravirus
FAM007872	Pandoravirus
FAM007873	Pandoravirus
FAM007874	Pandoravirus
FAM007875	Pandoravirus
FAM007876	Pandoravirus
FAM007877	Pandoravirus
FAM007879	Pandoravirus
FAM007882	Pandoravirus
FAM007883	Pandoravirus
FAM007884	Pandoravirus
FAM007885	Pandoravirus
FAM007886	Pandoravirus
FAM007887	Pandoravirus
FAM007889	Pandoravirus
FAM007890	Pandoravirus
FAM007894	Pandoravirus
FAM007896	Pandoravirus
FAM007897	Viruses
FAM007898	Pandoravirus
FAM007900	Pandoravirus
FAM007903	Pandoravirus
FAM007906	Pandoravirus
FAM007909	Pandoravirus
FAM007918	Pandoravirus
FAM007919	Pandoravirus
FAM007923	Pandoravirus
FAM007924	Pandoravirus
FAM007925	Pandoravirus
FAM007930	Pandoravirus
FAM007931	Viruses
FAM007932	Pandoravirus
FAM007933	Pandoravirus
FAM007934	Pandoravirus
FAM007935	Pandoravirus
FAM007936	Pandoravirus
FAM007937	Pandoravirus
FAM007938	Pandoravirus
FAM007939	Pandoravirus
FAM007940	Pandoravirus
FAM007942	Pandoravirus
FAM007943	Pandoravirus
FAM007944	Pandoravirus
FAM007945	Pandoravirus
FAM007947	Pandoravirus
FAM007950	Pandoravirus
FAM007955	Pandoravirus
FAM007958	Pandoravirus
FAM007959	Pandoravirus
FAM007962	Pandoravirus
FAM007963	Pandoravirus
FAM007965	Pandoravirus
FAM007966	Pandoravirus
FAM007967	Pandoravirus
FAM007969	Pandoravirus
FAM007970	Pandoravirus
FAM007971	Viruses
FAM007973	Pandoravirus
FAM007978	Pandoravirus
FAM007980	Pandoravirus
FAM007982	Pandoravirus
FAM007983	Pandoravirus
FAM007984	Pandoravirus
FAM007987	Pandoravirus
FAM007988	Pandoravirus
FAM007993	Pandoravirus
FAM007995	Pandoravirus
