target	taxa
VOG25068	Barnyardvirus
VOG25069	Cecivirus
VOG25070	Siphoviridae
VOG25071	Cecivirus
VOG25072	Cecivirus
VOG25073	Phietavirus
VOG25074	Pbunavirus
VOG25075	Myoviridae
VOG25076	Cecivirus
VOG25077	Caudovirales
VOG25078	Caudovirales
VOG25079	Cecivirus
VOG25080	Siphoviridae
VOG25081	Caudovirales
VOG25082	Caudovirales
VOG25083	Myoviridae
VOG25084	Myoviridae
VOG25085	Myoviridae
VOG25086	Myoviridae
VOG25087	Myoviridae
VOG25088	Myoviridae
VOG25089	Myoviridae
VOG25090	Myoviridae
VOG25091	Myoviridae
VOG25092	Myoviridae
VOG25093	Myoviridae
VOG25094	Myoviridae
VOG25095	Myoviridae
VOG25096	Myoviridae
VOG25097	Myoviridae
VOG25098	Myoviridae
VOG25099	Myoviridae
VOG25100	Myoviridae
VOG25101	Myoviridae
VOG25102	Myoviridae
VOG25103	Myoviridae
VOG25104	Myoviridae
VOG25105	Myoviridae
VOG25106	Myoviridae
VOG25107	Myoviridae
VOG25108	Myoviridae
VOG25109	Myoviridae
VOG25110	Myoviridae
VOG25111	Myoviridae
VOG25112	Myoviridae
VOG25113	Myoviridae
VOG25114	Myoviridae
VOG25115	Myoviridae
VOG25116	Myoviridae
VOG25117	Myoviridae
VOG25118	Myoviridae
VOG25119	Myoviridae
VOG25120	Myoviridae
VOG25121	Myoviridae
VOG25122	Myoviridae
VOG25123	Myoviridae
VOG25124	Myoviridae
VOG25125	Myoviridae
VOG25126	Myoviridae
VOG25127	Myoviridae
VOG25128	Myoviridae
VOG25129	Myoviridae
VOG25130	Myoviridae
VOG25131	Myoviridae
VOG25132	Myoviridae
VOG25133	Myoviridae
VOG25134	Myoviridae
VOG25135	Myoviridae
VOG25136	Myoviridae
VOG25137	Myoviridae
VOG25138	Myoviridae
VOG25139	Myoviridae
VOG25140	Myoviridae
VOG25141	Myoviridae
VOG25142	Myoviridae
VOG25143	Myoviridae
VOG25144	Myoviridae
VOG25145	Myoviridae
VOG25146	Myoviridae
VOG25147	Myoviridae
VOG25148	Myoviridae
VOG25149	Myoviridae
VOG25150	Myoviridae
VOG25151	Myoviridae
VOG25152	Nankokuvirus
VOG25153	Siphoviridae
VOG25154	Siphoviridae
VOG25155	Myoviridae
VOG25156	Myoviridae
VOG25157	Caudovirales
VOG25158	Myoviridae
VOG25159	Pbunavirus
VOG25160	Pbunavirus
VOG25161	Caudovirales
VOG25162	Siphoviridae
VOG25163	Teseptimavirus
VOG25164	Felixounavirus
VOG25165	Teseptimavirus
VOG25166	Teseptimavirus
VOG25167	Siphoviridae
VOG25168	Caudovirales
VOG25169	Siphoviridae
VOG25170	Teseptimavirus
VOG25171	Teseptimavirus
VOG25172	Teseptimavirus
VOG25173	Teseptimavirus
VOG25174	Teseptimavirus
VOG25175	Teseptimavirus
VOG25176	Teseptimavirus
VOG25177	Teseptimavirus
VOG25178	Teseptimavirus
VOG25179	Siphoviridae
VOG25180	Siphoviridae
VOG25181	Siphoviridae
VOG25182	Siphoviridae
VOG25183	Siphoviridae
VOG25184	Siphoviridae
VOG25185	Siphoviridae
VOG25186	Siphoviridae
VOG25187	Phifelvirus
VOG25188	Siphoviridae
VOG25189	Siphoviridae
VOG25190	Siphoviridae
VOG25191	Phifelvirus
VOG25192	Siphoviridae
VOG25193	Siphoviridae
VOG25194	Siphoviridae
VOG25195	Siphoviridae
VOG25196	Caudovirales
VOG25197	Caudovirales
VOG25198	Phifelvirus
VOG25199	Phifelvirus
VOG25200	Pepyhexavirus
VOG25201	Phifelvirus
VOG25202	Pepyhexavirus
VOG25203	Pepyhexavirus
VOG25204	Pepyhexavirus
VOG25205	Myoviridae
VOG25206	Pepyhexavirus
VOG25207	Myoviridae
VOG25208	Pepyhexavirus
VOG25209	Pepyhexavirus
VOG25210	Pepyhexavirus
VOG25211	Pepyhexavirus
VOG25212	Pepyhexavirus
VOG25213	Pepyhexavirus
VOG25214	Pepyhexavirus
VOG25215	Pepyhexavirus
VOG25216	Pepyhexavirus
VOG25217	Pepyhexavirus
VOG25218	Pepyhexavirus
VOG25219	Pepyhexavirus
VOG25220	Pepyhexavirus
VOG25221	Pepyhexavirus
VOG25222	Pepyhexavirus
VOG25223	Pepyhexavirus
VOG25224	Pepyhexavirus
VOG25225	Pepyhexavirus
VOG25226	Pepyhexavirus
VOG25227	Betafusellovirus
VOG25228	Fuselloviridae
VOG25229	Pepyhexavirus
VOG25230	Fuselloviridae
VOG25231	Fuselloviridae
VOG25232	Kagunavirus
VOG25233	Betafusellovirus
VOG25234	Betafusellovirus
VOG25235	Firehammervirus
VOG25236	Siphoviridae
VOG25237	Firehammervirus
VOG25238	Caudovirales
VOG25239	Firehammervirus
VOG25240	Siphoviridae
VOG25241	Siphoviridae
VOG25242	Siphoviridae
VOG25243	Siphoviridae
VOG25244	Caudovirales
VOG25245	Siphoviridae
VOG25246	Autographivirinae
VOG25247	Autographivirinae
VOG25248	Autographivirinae
VOG25249	Podoviridae
VOG25250	Myoviridae
VOG25251	Autographivirinae
VOG25252	Roufvirus
VOG25253	Autographivirinae
VOG25254	Roufvirus
VOG25255	Autographivirinae
VOG25256	Autographivirinae
VOG25257	Podoviridae
VOG25258	Autographivirinae
VOG25259	Autographivirinae
VOG25260	Autographivirinae
VOG25261	Podoviridae
VOG25262	Podoviridae
VOG25263	Roufvirus
VOG25264	Siphoviridae
VOG25265	Roufvirus
VOG25266	Podoviridae
VOG25267	Podoviridae
VOG25268	Roufvirus
VOG25269	Podoviridae
VOG25270	Roufvirus
VOG25271	Roufvirus
VOG25272	Roufvirus
VOG25273	Roufvirus
VOG25274	Roufvirus
VOG25275	Roufvirus
VOG25276	Siphoviridae
VOG25277	Podoviridae
VOG25278	Siphoviridae
VOG25279	Siphoviridae
VOG25280	Siphoviridae
VOG25281	Siphoviridae
VOG25282	Siphoviridae
VOG25283	Siphoviridae
VOG25284	Podoviridae
VOG25285	Siphoviridae
VOG25286	Siphoviridae
VOG25287	Siphoviridae
VOG25288	Siphoviridae
VOG25289	Myoviridae
VOG25290	Myoviridae
VOG25291	Myoviridae
VOG25292	Podoviridae
VOG25293	Siphoviridae
VOG25294	Siphoviridae
VOG25295	Myoviridae
VOG25296	Myoviridae
VOG25297	Myoviridae
VOG25298	Autographivirinae
VOG25299	Caudovirales
VOG25300	Podoviridae
VOG25301	Podoviridae
VOG25302	Podoviridae
VOG25303	Podoviridae
VOG25304	Podoviridae
VOG25305	Podoviridae
VOG25306	Podoviridae
VOG25307	Podoviridae
VOG25308	Podoviridae
VOG25309	Podoviridae
VOG25310	Podoviridae
VOG25311	Podoviridae
VOG25312	Podoviridae
VOG25313	Podoviridae
VOG25314	Podoviridae
VOG25315	Podoviridae
VOG25316	Podoviridae
VOG25317	Podoviridae
VOG25318	Podoviridae
VOG25319	Podoviridae
VOG25320	Podoviridae
VOG25321	Podoviridae
VOG25322	Podoviridae
VOG25323	Podoviridae
VOG25324	Podoviridae
VOG25325	Podoviridae
VOG25326	Podoviridae
VOG25327	Podoviridae
VOG25328	Podoviridae
VOG25329	Podoviridae
VOG25330	Podoviridae
VOG25331	Podoviridae
VOG25332	Podoviridae
VOG25333	Myoviridae
VOG25334	Myoviridae
VOG25335	Podoviridae
VOG25336	Siphoviridae
VOG25337	Tevenvirinae
VOG25338	Myoviridae
VOG25339	Myoviridae
VOG25340	Myoviridae
VOG25341	Tevenvirinae
VOG25342	Siphoviridae
VOG25343	Autographivirinae
VOG25344	Caudovirales
VOG25345	Siphoviridae
VOG25346	Tevenvirinae
VOG25347	Tevenvirinae
VOG25348	Siphoviridae
VOG25349	Tevenvirinae
VOG25350	Caudovirales
VOG25351	Siphoviridae
VOG25352	Siphoviridae
VOG25353	Siphoviridae
VOG25354	Brussowvirus
VOG25355	Caudovirales
VOG25356	Tevenvirinae
VOG25357	Phikmvvirus
VOG25358	Phikmvvirus
VOG25359	Siphoviridae
VOG25360	Siphoviridae
VOG25361	Siphoviridae
VOG25362	Siphoviridae
VOG25363	Siphoviridae
VOG25364	Siphoviridae
VOG25365	Siphoviridae
VOG25366	Siphoviridae
VOG25367	Siphoviridae
VOG25368	Siphoviridae
VOG25369	Siphoviridae
VOG25370	Siphoviridae
VOG25371	Siphoviridae
VOG25372	Siphoviridae
VOG25373	Siphoviridae
VOG25374	Siphoviridae
VOG25375	Siphoviridae
VOG25376	Siphoviridae
VOG25377	Siphoviridae
VOG25378	Siphoviridae
VOG25379	Siphoviridae
VOG25380	Siphoviridae
VOG25381	Siphoviridae
VOG25382	Siphoviridae
VOG25383	Podoviridae
VOG25384	Siphoviridae
VOG25385	Podoviridae
VOG25386	Podoviridae
VOG25387	Podoviridae
VOG25388	Podoviridae
VOG25389	Podoviridae
VOG25390	Podoviridae
VOG25391	Podoviridae
VOG25392	Podoviridae
VOG25393	Podoviridae
VOG25394	Podoviridae
VOG25395	Podoviridae
VOG25396	Podoviridae
VOG00012	Caudovirales
VOG00017	Polydnaviridae
VOG00021	Marseillevirus
VOG00028	Marseillevirus
VOG00039	Riboviria
VOG00040	Caudovirales
VOG00045	Myoviridae
VOG00047	Myoviridae
VOG00052	Myoviridae
VOG00053	Marseillevirus
VOG00061	Caudovirales
VOG00065	Caudovirales
VOG00067	Caudovirales
VOG00077	Chlorovirus
VOG00080	Caudovirales
VOG00087	Marseillevirus
VOG00091	Caudovirales
VOG00092	Caudovirales
VOG00095	Siphoviridae
VOG00097	Caudovirales
VOG00098	Caudovirales
VOG00099	Myoviridae
VOG00105	Caudovirales
VOG00108	Caudovirales
VOG00110	Bracovirus
VOG00112	Caudovirales
VOG00113	Chlorovirus
VOG00115	Caudovirales
VOG00117	Myoviridae
VOG00119	Caudovirales
VOG00121	Caudovirales
VOG00132	Siphoviridae
VOG00133	Caudovirales
VOG00136	Caudovirales
VOG00137	Myoviridae
VOG00139	Caudovirales
VOG00146	Marseillevirus
VOG00148	Marseillevirus
VOG00151	Caudovirales
VOG00152	Caudovirales
VOG00154	Caudovirales
VOG00156	Caudovirales
VOG00159	Caudovirales
VOG00160	Caudovirales
VOG00163	Caudovirales
VOG00165	Caudovirales
VOG00166	Caudovirales
VOG00167	Caudovirales
VOG00169	Caudovirales
VOG00170	Myoviridae
VOG00171	Caudovirales
VOG00176	Marseillevirus
VOG00177	Caudovirales
VOG00179	Caudovirales
VOG00181	Caudovirales
VOG00185	Caudovirales
VOG00187	Caudovirales
VOG00188	Caudovirales
VOG00189	Siphoviridae
VOG00191	Caudovirales
VOG00192	Caudovirales
VOG00193	Phycodnaviridae
VOG00195	Caudovirales
VOG00196	Riboviria
VOG00199	Caudovirales
VOG00200	Caudovirales
VOG00201	Caudovirales
VOG00202	Caudovirales
VOG00203	Siphoviridae
VOG00204	Caudovirales
VOG00208	Caudovirales
VOG00210	Caudovirales
VOG00211	Caudovirales
VOG00212	Ranavirus
VOG00221	Myoviridae
VOG00222	Autographivirinae
VOG00224	Caudovirales
VOG00227	Caudovirales
VOG00230	Caudovirales
VOG00232	Caudovirales
VOG00234	Caudovirales
VOG00235	Myoviridae
VOG00236	Caudovirales
VOG00242	Siphoviridae
VOG00243	Caudovirales
VOG00244	Caudovirales
VOG00247	Myoviridae
VOG00248	Myoviridae
VOG00250	Caudovirales
VOG00251	Caudovirales
VOG00253	Caudovirales
VOG00254	Luteoviridae
VOG00255	Caudovirales
VOG00256	Caudovirales
VOG00259	Caudovirales
VOG00260	Picornavirales
VOG00263	Proboscivirus
VOG00264	Chlorovirus
VOG00266	Caudovirales
VOG00267	Caudovirales
VOG00270	Myoviridae
VOG00271	Caudovirales
VOG00274	Myoviridae
VOG00280	Marseillevirus
VOG00285	Caudovirales
VOG00287	Caudovirales
VOG00289	Phycodnaviridae
VOG00294	Siphoviridae
VOG00295	Caudovirales
VOG00299	Siphoviridae
VOG00304	Caudovirales
VOG00305	Siphoviridae
VOG00306	Bracovirus
VOG00311	Caudovirales
VOG00312	Caudovirales
VOG00315	Caudovirales
VOG00316	Caudovirales
VOG00319	Caudovirales
VOG00320	Caudovirales
VOG00322	Caudovirales
VOG00325	Caudovirales
VOG00326	Siphoviridae
VOG00328	Caudovirales
VOG00330	Caudovirales
VOG00331	Caudovirales
VOG00332	Caudovirales
VOG00333	Caudovirales
VOG00334	Myoviridae
VOG00335	Myoviridae
VOG00336	Caudovirales
VOG00337	Caudovirales
VOG00342	Caudovirales
VOG00346	Adenoviridae
VOG00347	Myoviridae
VOG00348	Caudovirales
VOG00349	Caudovirales
VOG00351	Aviadenovirus
VOG00352	Mimivirus
VOG00355	Mimivirus
VOG00359	Caudovirales
VOG00361	Adenoviridae
VOG00362	Mimivirus
VOG00363	Caudovirales
VOG00364	Marseillevirus
VOG00370	Bunyavirales
VOG00372	Caudovirales
VOG00373	Caudovirales
VOG00375	Caudovirales
VOG00376	Avihepatovirus
VOG00378	Caudovirales
VOG00379	Caudovirales
VOG00380	Caudovirales
VOG00381	Caudovirales
VOG00382	Caudovirales
VOG00383	Caudovirales
VOG00384	Caudovirales
VOG00386	Caudovirales
VOG00387	Caudovirales
VOG00388	Caudovirales
VOG00389	Riboviria
VOG00392	Caudovirales
VOG00393	Siphoviridae
VOG00394	Caudovirales
VOG00397	Caudovirales
VOG00399	Caudovirales
VOG00404	Myoviridae
VOG00407	Caudovirales
VOG00410	Siphoviridae
VOG00411	Caudovirales
VOG00412	Caudovirales
VOG00417	Caudovirales
VOG00420	Caudovirales
VOG00421	Caudovirales
VOG00425	Caudovirales
VOG00427	Myoviridae
VOG00429	Myoviridae
VOG00430	Caudovirales
VOG00431	Caudovirales
VOG00432	Caudovirales
VOG00433	Siphoviridae
VOG00434	Caudovirales
VOG00435	Caudovirales
VOG00436	Caudovirales
VOG00437	Caudovirales
VOG00438	Caudovirales
VOG00439	Caudovirales
VOG00440	Caudovirales
VOG00441	Caudovirales
VOG00442	Siphoviridae
VOG00449	Caudovirales
VOG00451	Mimivirus
VOG00452	Betaherpesvirinae
VOG00453	Siphoviridae
VOG00454	Caudovirales
VOG00456	Proboscivirus
VOG00458	Marseillevirus
VOG00461	Marseillevirus
VOG00462	Marseillevirus
VOG00465	Orthoretrovirinae
VOG00471	Mimivirus
VOG00472	Marseillevirus
VOG00475	Caudovirales
VOG00477	Caudovirales
VOG00478	Bicaudavirus
VOG00479	Caudovirales
VOG00481	Siphoviridae
VOG00483	Caudovirales
VOG00491	Caudovirales
VOG00494	Caudovirales
VOG00495	Polerovirus
VOG00496	Caudovirales
VOG00497	Caudovirales
VOG00498	Caudovirales
VOG00499	Caudovirales
VOG00503	Caudovirales
VOG00507	Caudovirales
VOG00508	Caudovirales
VOG00510	Riboviria
VOG00511	Siphoviridae
VOG00513	Phaeovirus
VOG00514	Caudovirales
VOG00517	Caudovirales
VOG00519	Caudovirales
VOG00521	Caudovirales
VOG00523	Siphoviridae
VOG00527	Virgaviridae
VOG00528	Siphoviridae
VOG00532	Caudovirales
VOG00533	Caudovirales
VOG00535	Myoviridae
VOG00536	Siphoviridae
VOG00540	Caudovirales
VOG00541	Caudovirales
VOG00542	Caudovirales
VOG00543	Siphoviridae
VOG00544	Caudovirales
VOG00545	Siphoviridae
VOG00546	Caudovirales
VOG00549	Myoviridae
VOG00550	Myoviridae
VOG00552	Caudovirales
VOG00553	Caudovirales
VOG00554	Myoviridae
VOG00555	Myoviridae
VOG00558	Caudovirales
VOG00559	Myoviridae
VOG00560	Siphoviridae
VOG00561	Myoviridae
VOG00562	Caudovirales
VOG00563	Caudovirales
VOG00564	Myoviridae
VOG00566	Caudovirales
VOG00568	Caudovirales
VOG00570	Caudovirales
VOG00571	Caudovirales
VOG00572	Caudovirales
VOG00573	Caudovirales
VOG00574	Myoviridae
VOG00575	Caudovirales
VOG00578	Caudovirales
VOG00579	Caudovirales
VOG00580	Caudovirales
VOG00581	Myoviridae
VOG00583	Myoviridae
VOG00584	Caudovirales
VOG00585	Siphoviridae
VOG00586	Caudovirales
VOG00587	Caudovirales
VOG00589	Caudovirales
VOG00591	Caudovirales
VOG00592	Caudovirales
VOG00593	Caudovirales
VOG00594	Siphoviridae
VOG00595	Caudovirales
VOG00596	Caudovirales
VOG00599	Myoviridae
VOG00600	Myoviridae
VOG00601	Caudovirales
VOG00602	Siphoviridae
VOG00603	Myoviridae
VOG00604	Caudovirales
VOG00606	Caudovirales
VOG00607	Kayvirus
VOG00608	Caudovirales
VOG00611	Caudovirales
VOG00613	Caudovirales
VOG00614	Closteroviridae
VOG00621	Caudovirales
VOG00623	Mimivirus
VOG00624	Luzseptimavirus
VOG00626	Wphvirus
VOG00630	Siphoviridae
VOG00631	Caudovirales
VOG00632	Mimivirus
VOG00633	Bastillevirinae
VOG00638	Mimivirus
VOG00641	Caudovirales
VOG00645	Marseillevirus
VOG00646	Marseillevirus
VOG00647	Caudovirales
VOG00648	Caudovirales
VOG00651	Caudovirales
VOG00652	Caudovirales
VOG00655	Siphoviridae
VOG00656	Siphoviridae
VOG00661	Caudovirales
VOG00662	Caudovirales
VOG00663	Caudovirales
VOG00664	Caudovirales
VOG00670	Caudovirales
VOG00675	Caudovirales
VOG00680	Caudovirales
VOG00682	Caudovirales
VOG00688	Siphoviridae
VOG00690	Caudovirales
VOG00692	Caudovirales
VOG00693	Caudovirales
VOG00695	Caudovirales
VOG00697	Betaflexiviridae
VOG00700	Caudovirales
VOG00701	Siphoviridae
VOG00702	Chlorovirus
VOG00704	Siphoviridae
VOG00705	Siphoviridae
VOG00706	Caudovirales
VOG00707	Caudovirales
VOG00710	Siphoviridae
VOG00711	Caudovirales
VOG00712	Caudovirales
VOG00714	Chlorovirus
VOG00717	Polydnaviridae
VOG00718	Caudovirales
VOG00720	Caudovirales
VOG00721	Caudovirales
VOG00725	Siphoviridae
VOG00727	Hepadnaviridae
VOG00729	Siphoviridae
VOG00730	Caudovirales
VOG00731	Caudovirales
VOG00733	Caudovirales
VOG00737	Caudovirales
VOG00739	Caudovirales
VOG00740	Caudovirales
VOG00742	Siphoviridae
VOG00743	Caudovirales
VOG00746	Rhabdoviridae
VOG00747	Caudovirales
VOG00749	Caudovirales
VOG00752	Caudovirales
VOG00753	Caudovirales
VOG00754	Caudovirales
VOG00756	Caudovirales
VOG00757	Caudovirales
VOG00760	Caudovirales
VOG00761	Siphoviridae
VOG00762	Caudovirales
VOG00763	Caudovirales
VOG00764	Gokushovirinae
VOG00766	Caudovirales
VOG00768	Myoviridae
VOG00770	Caudovirales
VOG00771	Caudovirales
VOG00772	Caudovirales
VOG00773	Siphoviridae
VOG00774	Myoviridae
VOG00778	Myoviridae
VOG00779	Siphoviridae
VOG00780	Caudovirales
VOG00782	Siphoviridae
VOG00783	Caudovirales
VOG00784	Caudovirales
VOG00785	Caudovirales
VOG00786	Caudovirales
VOG00787	Caudovirales
VOG00789	Caudovirales
VOG00790	Caudovirales
VOG00791	Caudovirales
VOG00792	Caudovirales
VOG00793	Caudovirales
VOG00794	Caudovirales
VOG00795	Siphoviridae
VOG00796	Siphoviridae
VOG00797	Myoviridae
VOG00798	Alphabaculovirus
VOG00800	Firehammervirus
VOG00801	Caudovirales
VOG00802	Myoviridae
VOG00803	Caudovirales
VOG00804	Caudovirales
VOG00805	Caudovirales
VOG00806	Caudovirales
VOG00807	Caudovirales
VOG00808	Caudovirales
VOG00809	Podoviridae
VOG00810	Eneladusvirus
VOG00812	Siphoviridae
VOG00813	Caudovirales
VOG00814	Myoviridae
VOG00815	Myoviridae
VOG00816	Caudovirales
VOG00817	Myoviridae
VOG00819	Myoviridae
VOG00821	Caudovirales
VOG00822	Siphoviridae
VOG00823	Caudovirales
VOG00824	Caudovirales
VOG00828	Caudovirales
VOG00829	Caudovirales
VOG00830	Caudovirales
VOG00831	Densovirinae
VOG00832	Myoviridae
VOG00834	Siphoviridae
VOG00836	Myoviridae
VOG00837	Caudovirales
VOG00839	Caudovirales
VOG00840	Caudovirales
VOG00841	Caudovirales
VOG00842	Caudovirales
VOG00844	Myoviridae
VOG00845	Myoviridae
VOG00846	Caudovirales
VOG00849	Wphvirus
VOG00850	Caudovirales
VOG00851	Caudovirales
VOG00852	Caudovirales
VOG00853	Mastadenovirus
VOG00855	Caudovirales
VOG00858	Adenoviridae
VOG00859	Ranavirus
VOG00862	Caudovirales
VOG00863	Caudovirales
VOG00867	Caudovirales
VOG00868	Caudovirales
VOG00871	Cytomegalovirus
VOG00872	Caudovirales
VOG00874	Autographivirinae
VOG00877	Chlorovirus
VOG00878	Caudovirales
VOG00881	Asteriusvirus
VOG00885	Podoviridae
VOG00886	Myoviridae
VOG00888	Siphoviridae
VOG00889	Myoviridae
VOG00890	Caudovirales
VOG00894	Cytomegalovirus
VOG00895	Myoviridae
VOG00897	Schizotequatrovirus
VOG00898	Caudovirales
VOG00900	Cyprinivirus
VOG00901	Muromegalovirus
VOG00902	Muromegalovirus
VOG00907	Caudovirales
VOG00908	Bastillevirinae
VOG00909	Caudovirales
VOG00911	Myoviridae
VOG00916	Caudovirales
VOG00921	Marseillevirus
VOG00922	Marseillevirus
VOG00924	Marseillevirus
VOG00925	Bunyavirales
VOG00926	Hepacivirus
VOG00928	Caudovirales
VOG00930	Caudovirales
VOG00931	Caudovirales
VOG00933	Caudovirales
VOG00936	Caudovirales
VOG00939	Caudovirales
VOG00943	Alphavirus
VOG00944	Caudovirales
VOG00949	Myoviridae
VOG00950	Caudovirales
VOG00951	Caudovirales
VOG00952	Caudovirales
VOG00953	Caudovirales
VOG00955	Caudovirales
VOG00957	Caudovirales
VOG00958	Siphoviridae
VOG00960	Caudovirales
VOG00961	Caudovirales
VOG00962	Caudovirales
VOG00963	Sobemovirus
VOG00964	Caudovirales
VOG00965	Caudovirales
VOG00967	Orthoretrovirinae
VOG00968	Caudovirales
VOG00970	Caudovirales
VOG00971	Myoviridae
VOG00972	Nepovirus
VOG00975	Polerovirus
VOG00976	Caudovirales
VOG00977	Caudovirales
VOG00981	Caudovirales
VOG00984	Riboviria
VOG00989	Chlorovirus
VOG00990	Caudovirales
VOG00991	Siphoviridae
VOG00992	Caudovirales
VOG00993	Myoviridae
VOG00994	Caudovirales
VOG00995	Caudovirales
VOG00997	Caudovirales
VOG00999	Siphoviridae
VOG01001	Siphoviridae
VOG01002	Siphoviridae
VOG01005	Caudovirales
VOG01006	Caudovirales
VOG01007	Tunavirinae
VOG01008	Siphoviridae
VOG01011	Caudovirales
VOG01013	Caudovirales
VOG01014	Siphoviridae
VOG01015	Myoviridae
VOG01017	Caudovirales
VOG01018	Caudovirales
VOG01020	Fromanvirus
VOG01021	Caudovirales
VOG01022	Caudovirales
VOG01025	Fromanvirus
VOG01027	Siphoviridae
VOG01029	Caudovirales
VOG01030	Siphoviridae
VOG01031	Siphoviridae
VOG01033	Caudovirales
VOG01034	Caudovirales
VOG01035	Siphoviridae
VOG01037	Tunavirinae
VOG01038	Caudovirales
VOG01039	Siphoviridae
VOG01040	Siphoviridae
VOG01041	Chlorovirus
VOG01043	Inoviridae
VOG01045	Monjiviricetes
VOG01046	Caudovirales
VOG01049	Siphoviridae
VOG01050	Tunavirinae
VOG01052	Ortervirales
VOG01053	Siphoviridae
VOG01054	Siphoviridae
VOG01055	Myoviridae
VOG01056	Caudovirales
VOG01058	Caudovirales
VOG01061	Orthoparamyxovirinae
VOG01063	Caudovirales
VOG01064	Alphairidovirinae
VOG01066	Baculoviridae
VOG01068	Caudovirales
VOG01072	Caudovirales
VOG01073	Caudovirales
VOG01074	Caudovirales
VOG01076	Caudovirales
VOG01077	Myoviridae
VOG01079	Caudovirales
VOG01080	Caudovirales
VOG01082	Caudovirales
VOG01083	Caudovirales
VOG01084	Siphoviridae
VOG01085	Mimivirus
VOG01086	Myoviridae
VOG01087	Caudovirales
VOG01088	Herelleviridae
VOG01090	Caudovirales
VOG01091	Siphoviridae
VOG01092	Myoviridae
VOG01093	Caudovirales
VOG01094	Caudovirales
VOG01095	Caudovirales
VOG01096	Caudovirales
VOG01097	Herelleviridae
VOG01098	Myoviridae
VOG01099	Myoviridae
VOG01101	Caudovirales
VOG01103	Siphoviridae
VOG01104	Caudovirales
VOG01105	Caudovirales
VOG01106	Riboviria
VOG01107	Caudovirales
VOG01109	Caudovirales
VOG01110	Myoviridae
VOG01111	Caudovirales
VOG01112	Caudovirales
VOG01113	Caudovirales
VOG01114	Tevenvirinae
VOG01115	Myoviridae
VOG01116	Caudovirales
VOG01117	Caudovirales
VOG01118	Caudovirales
VOG01119	Bastillevirinae
VOG01120	Pecentumvirus
VOG01121	Caudovirales
VOG01122	Myoviridae
VOG01124	Caudovirales
VOG01125	Caudovirales
VOG01126	Caudovirales
VOG01127	Myoviridae
VOG01128	Caudovirales
VOG01129	Siphoviridae
VOG01131	Myoviridae
VOG01132	Myoviridae
VOG01133	Siphoviridae
VOG01134	Myoviridae
VOG01136	Caudovirales
VOG01137	Caudovirales
VOG01138	Siphoviridae
VOG01139	Caudovirales
VOG01140	Myoviridae
VOG01141	Polyomaviridae
VOG01143	Caudovirales
VOG01145	Siphoviridae
VOG01146	Caudovirales
VOG01147	Caudovirales
VOG01149	Myoviridae
VOG01150	Siphoviridae
VOG01151	Caudovirales
VOG01152	Myoviridae
VOG01153	Caudovirales
VOG01154	Caudovirales
VOG01155	Myoviridae
VOG01156	Siphoviridae
VOG01157	Myoviridae
VOG01158	Caudovirales
VOG01159	Caudovirales
VOG01160	Myoviridae
VOG01161	Gammaretrovirus
VOG01162	Caudovirales
VOG01163	Myoviridae
VOG01164	Myoviridae
VOG01165	Myoviridae
VOG01167	Myoviridae
VOG01169	Myoviridae
VOG01170	Caudovirales
VOG01171	Caudovirales
VOG01172	Myoviridae
VOG01173	Picovirinae
VOG01175	Caudovirales
VOG01177	Caudovirales
VOG01178	Picornavirales
VOG01179	Siphoviridae
VOG01181	Caudovirales
VOG01182	Myoviridae
VOG01183	Podoviridae
VOG01184	Caudovirales
VOG01185	Caudovirales
VOG01186	Myoviridae
VOG01187	Caudovirales
VOG01188	Myoviridae
VOG01189	Myoviridae
VOG01190	Caudovirales
VOG01191	Caudovirales
VOG01193	Caudovirales
VOG01194	Caudovirales
VOG01195	Caudovirales
VOG01196	Caudovirales
VOG01197	Caudovirales
VOG01198	Caudovirales
VOG01199	Myoviridae
VOG01200	Siphoviridae
VOG01201	Myoviridae
VOG01202	Siphoviridae
VOG01203	Caudovirales
VOG01204	Caudovirales
VOG01207	Caudovirales
VOG01208	Pahexavirus
VOG01209	Myoviridae
VOG01210	Siphoviridae
VOG01211	Caudovirales
VOG01212	Caudovirales
VOG01213	Mastadenovirus
VOG01214	Caudovirales
VOG01215	Caudovirales
VOG01216	Siphoviridae
VOG01217	Caudovirales
VOG01220	Caudovirales
VOG01221	Tevenvirinae
VOG01223	Myoviridae
VOG01224	Caudovirales
VOG01226	Caudovirales
VOG01228	Caudovirales
VOG01229	Caudovirales
VOG01230	Myoviridae
VOG01231	Caudovirales
VOG01232	Caudovirales
VOG01234	Caudovirales
VOG01236	Myoviridae
VOG01237	Myoviridae
VOG01238	Autographivirinae
VOG01239	Myoviridae
VOG01240	Caudovirales
VOG01241	Myoviridae
VOG01242	Myoviridae
VOG01243	Bastillevirinae
VOG01245	Caudovirales
VOG01246	Caudovirales
VOG01247	Circovirus
VOG01248	Caudovirales
VOG01249	Phikzvirus
VOG01251	Siphoviridae
VOG01252	Totiviridae
VOG01254	Caudovirales
VOG01256	Alphavirus
VOG01257	Hapavirus
VOG01261	Anelloviridae
VOG01262	Mimivirus
VOG01265	Autographivirinae
VOG01267	Siphoviridae
VOG01268	Siphoviridae
VOG01269	Caudovirales
VOG01271	Caudovirales
VOG01272	Spounavirinae
VOG01274	Myoviridae
VOG01275	Fuselloviridae
VOG01277	Siphoviridae
VOG01279	Mimivirus
